,id,type,name,link,count
18,19,1,ESSENCE OF BIG DATA,publication/380231434_ESSENCE_OF_BIG_DATA?_sg=pTDYuUHLPKwda9Syyqsll2nx3RhZjY-C2biCXUmQpgVzbraOWYhmVP0DXEb24PTCWFaUFgi0qwL8wng,1
19,20,1,Debugging Big Data Systems for Big Data Analytics,publication/380393575_Debugging_Big_Data_Systems_for_Big_Data_Analytics?_sg=nNVCsxPNqDGqCD-F8WrXvRbpvLl0452JcjvHew1kQ1wUeaekc_THnIWy6OOjWaZV5HT4Dsw2Dy8A1T0,1
20,21,2,Ümit Demirbaga,profile/Uemit-Demirbaga,8
21,22,2,Gagangeet Singh Aujla,profile/Gagangeet-Aujla,9
22,23,2,Anish Jindal,profile/Anish-Jindal-2,8
23,24,2,Oguzhan Kalyon,profile/Oguzhan-Kalyon,8
24,25,1,Privacy Challenges and Solutions in Big Data Analytics: A Comprehensive Review,publication/381030198_Privacy_Challenges_and_Solutions_in_Big_Data_Analytics_A_Comprehensive_Review?_sg=OwkiBWKH49hP4hidbeWMoTICbwcl9tW5d2UffzzrjrAsQGvtwK3B7VLSEqFzpjxSEHKqs5CSczHhhew,1
25,26,1,Big Data,publication/380393404_Big_Data?_sg=UAInJ6Arg9vlKujoMV_KHb7Jx5PrDi8ZZLbbb91ZnKoKeGgdFQU_sXYuRy5mQfVeHu6f3RPNXpIxea0,1
26,27,1,The Big Data Workshop in Africa,publication/378511998_The_Big_Data_Workshop_in_Africa?_sg=elzKnKf5awKzz6dwlITbK5SKyunvik-BkGp5aSv9GhxK12-VnbHo88WQ0fVtyz4nhKDkJzzLRRCKXxA,1
27,28,1,Big data and predictive analytics: A sytematic review of applications,publication/381482858_Big_data_and_predictive_analytics_A_sytematic_review_of_applications?_sg=awEvHBcXNQPmPIxb28iGjBOESQhzorPgVLjWL4iD080dEq3cNCHq1KfB6uaNKqooZETPu0DDr3agkk0,1
28,29,1,15 years of Big Data: a systematic literature review,publication/380573456_15_years_of_Big_Data_a_systematic_literature_review?_sg=fCBjrBByX0KpFIsu6kGK_ppehpuSNS_Q8pdFatP2LwaY01709IAB93dba_0eicc2i3sSjKqLsexf_B0,1
29,30,2,Davide Tosi,profile/Davide-Tosi,1
30,31,2,Marco Roccetti,profile/Marco-Roccetti,1
31,32,1,Innovative digital services for working with big data,publication/381184088_Innovative_digital_services_for_working_with_big_data?_sg=nbHR2W9wL3YZATVfGRD3f-Gyiz6zMOZJdyuHYw_UwiPUIlUT84PdKJ7iBlu35U-BYr3ZqcIDWyU_zY4,1
32,33,1,On the use of big data frameworks in big service management,publication/376182291_On_the_use_of_big_data_frameworks_in_big_service_management?_sg=kfeCZoFL1zT1uL7UxIAo6gqXOU5gAt-PBWbrczP5P2OFBFjX5IMJCsRBi_4SBHipuTVBaXHzF1JyFxw,1
33,34,2,Fedia Ghedass,profile/Fedia-Ghedass,1
34,35,2,Faouzi Ben Charrada,profile/Faouzi-Charrada,1
35,36,1,Developing a big data analytics platform using Apache Hadoop Ecosystem for delivering big data services in libraries,publication/378394286_Developing_a_big_data_analytics_platform_using_Apache_Hadoop_Ecosystem_for_delivering_big_data_services_in_libraries?_sg=Hcm_2mOOqQwY4npgPe1fe95K1GsEoPyZ-fota1HNnvia6b7um6l5CHHUMUphuomH8fj-FMu_zIITVb4,1
36,37,2,Ranjeet Kumar Singh,profile/Ranjeet-Kumar-Singh-3,1
37,38,1,Attacking Big Data as a Use of Force,publication/376549379_Attacking_Big_Data_as_a_Use_of_Force?_sg=lBke5S0hSncKnm7Ul5rRMb4TEzhlITu1pLwu8XjANItUaTFsDGGqO344luRX50lGo2QaojGMQyp2lUA,1
38,39,1,Application of AI in Big Data Processing,publication/380762706_Application_of_AI_in_Big_Data_Processing?_sg=XFu6SzttAzZXxmrOcs2xsDRZMnUaaFOlegIpNJp5r51m9YdoLENHg5gfwE8BvHohBECw5QRezn1kanE,1
39,40,2,Chandradeep Bhatt,profile/Chandradeep-Bhatt,2
40,41,1,Big Data Analytics and Culture:,publication/380872924_Big_Data_Analytics_and_Culture?_sg=lGgDuDefQAI781xQbJS8T0nx8di2mYLnYbPb_D_p_R1k4vd2NiFl9wr2WETqz3JI2m4NJ_q8kQ3nkfA,1
41,42,1,Big Data and Cloud Computing Opportunities and Application Areas,publication/381115547_Big_Data_and_Cloud_Computing_Opportunities_and_Application_Areas?_sg=KhzQ6saooUYukGf9xiM714wqcYxSt8REVCjS1vb-ScQrGxL4FWvkq1XFp9r8806jQsIu5YJa03iaSWI,1
42,43,1,A Systematic Review of Big Data Driven Education Evaluation,publication/380135543_A_Systematic_Review_of_Big_Data_Driven_Education_Evaluation?_sg=I2I1AgSYx9N0XZ4vBQKHaWZ1CCv57M7aklmhWYUrFsoK6EaGY_Nc4eHmop2PPb0Ch51xSUw5sixtq2w,1
43,44,1,Crossroads between Big Data and entrepreneurship: current key trends,publication/380541904_Crossroads_between_Big_Data_and_entrepreneurship_current_key_trends?_sg=B9l3KukfFkQFsPrLmAji5oVBSNIwAFde2ewsLwGwbkN25JuiV1foD2IhCuVLuHOfIc1axZQlN2B4S7M,1
44,45,2,Jose Luis Galdon,profile/Jose-Galdon,1
45,46,1,Applying Big Data Methods In Understanding Human Psychology,publication/380389729_Applying_Big_Data_Methods_In_Understanding_Human_Psychology?_sg=P-2gfcU07M6AEkDo0g4XCvE7xl1P83yR_1RyK-F6jUB-k9My2ZWEyrdfb7O7Ofk-zBVOgFpIdGoTHkk,1
46,47,1,Big Data Analytics for Geospatial Application Using Python,publication/380486039_Big_Data_Analytics_for_Geospatial_Application_Using_Python?_sg=1mVtCsF_WQ68FZeSRZ745gMGBS_Oil2jJ_RwXngjChuXx9QglBoWowzwsJJtYh8dkLrwMcLetU87MN4,1
47,48,2,Assefa Senbeto,profile/Assefa-Senbeto,1
48,49,1,Big Earth Data for Sustainable Development,publication/379234937_Big_Earth_Data_for_Sustainable_Development?_sg=XqvE0dMIxsTrCJD4Z8qiCuNaJSFgXacHqWWCYdf7wqWaY5uzTVREjZFdVt_YUFUCje-ZscZbkg6wAIQ,1
49,50,2,Huadong Guo,profile/Huadong-Guo-2,1
50,51,2,Dong Liang,profile/Dong-Liang-23,1
51,52,1,Big data for epidemic preparedness in southeast Asia: An integrative study,publication/381326364_Big_data_for_epidemic_preparedness_in_southeast_Asia_An_integrative_study?_sg=7Bj7ad1itcM290BIYEYdYVxkptbfTqjzsN25C8W8ubB57tYbGB-OSG0JQitaCf9TyCukf6eyB22jnsg,1
52,53,2,Chukwudi Cosmos Maha,profile/Chukwudi-Maha,1
53,54,1,Optimization of parallel SVM algorithm for big data,publication/380495062_Optimization_of_parallel_SVM_algorithm_for_big_data?_sg=O_--3Ac8uTG-kQM9A3INQq4vg4arKeVNNyD6ZvDnCg_s2cy9r-NPAqlkju_EdtIIFcYSHeDHWaOh95I,1
54,55,1,Big Datas Revolutionary Impact on Services and Innovation,publication/379754920_Big_Datas_Revolutionary_Impact_on_Services_and_Innovation?_sg=SONs7M13GOBIK7Wsz6ghJbhhchX2ze2p9OraqH5kFxv5SwH72IUgU_XkdBhPdyIYgldzV_nXqiZUeSM,1
55,56,2,Murali Krishna Pasupuleti,profile/Murali-Pasupuleti-2,2
56,57,1,Big Data management in the university system,publication/379738116_Big_Data_management_in_the_university_system?_sg=bOAH_yqjBP12MQOrtHbXVkK0KAxi2Z8f-w78Iv-U0SHMKHDonTeNh4XF3kqgAjvG3rbTyK8d3_4uAxQ,1
57,58,1,Introduction to Big Data Analytics,publication/377171315_Introduction_to_Big_Data_Analytics?_sg=cMRtC_QJNV7wBzl44r5_vUMd3okaCj_BFS3ri2Tn0npKMHz3EEggMVcbVUOnwj89CN8VpETGffNT-q0,1
58,59,1,Smart Data Driven Decision Trees Ensemble Methodology for Imbalanced Big Data,publication/381041148_Smart_Data_Driven_Decision_Trees_Ensemble_Methodology_for_Imbalanced_Big_Data?_sg=AJQsJip46AlIAYLQHtWm33m-yFhyosAuKWTbDL0At91nPLaEAPkjbhxrBD7CJWAACX9qIHru-JuYNT0,1
59,60,2,Diego García-Gil,profile/Diego-Garcia-Gil,1
60,61,2,Salvador García,profile/Salvador-Garcia-16,1
61,62,2,N. Xiong,profile/N-Xiong,1
62,63,1,A reference architecture for serverless big data processing,publication/377821899_A_reference_architecture_for_serverless_big_data_processing?_sg=HyOMxwK5fmogR20Gxxw_xIxZsLk8_Onbzvt8ecPSskrU2oXh0_8VV0o4y6Y_mG5P9p9n5U071D0250g,1
63,64,2,Sebastian Werner,profile/Sebastian-Werner-17,1
64,65,2,Stefan Tai,profile/Stefan-Tai,1
65,66,1,Big Data Analytics Maturity Model for SMEs,publication/379269230_Big_Data_Analytics_Maturity_Model_for_SMEs?_sg=Z60ah2thsa_83oKtamvIJ9N5bw8GAsEPg1-5lsi1IfM602wQ_-itfhb5HVH4XojcYIAPssFmBpePHOI,1
66,67,2,Matthew Willetts,profile/Matthew-Willetts-2,2
67,68,2,Anthony S. Atkins,profile/Anthony-Atkins-3,2
68,69,1,Big Data Behind Recommender Systems,publication/381359735_Big_Data_Behind_Recommender_Systems?_sg=eGEEYAHyUgNR7CTiphovg5RgbVxatgBRMeSjJIGbqt3bElMORpFwgHoMKRVj91An-rgkVsH_pkjaqjc,1
69,70,2,Pushpendu Kar,profile/Pushpendu-Kar,1
70,71,2,Monideepa Roy,profile/Monideepa-Roy-2,1
71,72,1,Structuration theory perspective of Big Data in a typical South African municipality,publication/381301669_Structuration_theory_perspective_of_Big_Data_in_a_typical_South_African_municipality?_sg=d2g4ZekJKXKmW9a0P8YOPtPrb3deP2iyyk9BhZ3z9Q5_TTIFSDsiyXqqZf-Z7voWwsV1ghFgx2pSHKI,1
72,73,1,Application of Big Data and Analytics to Increase Competitive Advantage,publication/381102383_Application_of_Big_Data_and_Analytics_to_Increase_Competitive_Advantage?_sg=rHAQVbNNNRmILZ55gn5z65awELbpHSuWdbsZm39kYQ-OJ5wqm-GvDLilX5xt8cBhP6elvu1LkyY0nzs,1
73,74,1,PREDICTIVE ANALYTICS ON BIG DATA,publication/378484029_PREDICTIVE_ANALYTICS_ON_BIG_DATA?_sg=s7Xkreux539Js1bOdXRlAXVLiZiv_LvAdj-d6cGPYWeqnHeB9CnSPT6Hq1f2ab13T44MdicpUvBYiig,1
74,75,1,Leveraging Big Data Analytics for Personalized Marketing Strategies in the Hospitality Sector,publication/381175741_Leveraging_Big_Data_Analytics_for_Personalized_Marketing_Strategies_in_the_Hospitality_Sector?_sg=qe2IzGdJ2l6zDFdmYQ5bKeb4FJT7QSf980caKdToAtlFhW_J7zlzCFcBpM3qJNgTBT_hi_U2qAGDBgk,1
75,76,1,"DATA SECURITY IN BIG DATA: CHALLENGES, STRATEGIES, AND FUTURE TRENDS",publication/378498296_DATA_SECURITY_IN_BIG_DATA_CHALLENGES_STRATEGIES_AND_FUTURE_TRENDS?_sg=QhGaNpdVwELMG5753b2ELDopXqdxafo39-KxKjk0Ne9GtPOc80bxq-REN5eaDEzaTKeQ_PKeyO4bnRQ,1
76,77,2,Adeola Oladele Adenubi,profile/Adeola-Adenubi,1
77,78,2,Ayorinde Oduroye,profile/Ayorinde-Oduroye-2,1
78,79,2,Adeniyi Akanni,profile/Adeniyi-Akanni,1
79,80,1,Research on Legal Issues of Big Data Discriminatory Pricing,publication/379908459_Research_on_Legal_Issues_of_Big_Data_Discriminatory_Pricing?_sg=bITu_c0QE3sA8DagZfkc52mPtrF2xy5RYwYFWwCEXDrernz3REOlC6-xEufRY6kAlch3jn_bgrOwZK0,1
80,81,1,"Artificial Intelligence, Big Data, and Public Policy",publication/380814392_Artificial_Intelligence_Big_Data_and_Public_Policy?_sg=Hd01hCZ6CsejYWxnodWzq4olI1K9mRglYXMCLpKkG_Z5gcy1lOw_FEWKEi8EHIweqYPj32KXquWsOQM,1
81,82,2,Nicola Dimitri,profile/Nicola-Dimitri,1
82,83,1,"Introduction to Data Analytics, Big Data, and Machine Learning",publication/379099769_Introduction_to_Data_Analytics_Big_Data_and_Machine_Learning?_sg=eqMirA3-tZsegFUPk_QRMr8GenH3rw4hDi9EV5aOWO0qsOdMTYHhGBW6nesN3DH7TncnRIjk2wP0tGU,1
83,84,2,aditya dev Mishra,profile/Aditya-Dev-Mishra,1
84,85,2,Atul Srivastava,profile/Atul-Srivastava-32,1
85,86,1,Big Data Analytics,publication/380393579_Big_Data_Analytics?_sg=vF8F2DnZHrjPKwunIeQq1wgk1enBO-dMAMKjbDl15PH7YdY0brKK-ywf_R12wnPYqfrmfh2c0x6Tuhc,1
86,87,1,Big Data Monitoring,publication/380393574_Big_Data_Monitoring?_sg=cs2cZV5F1EoifjxnYhX4ftFVngBgqlpfE6pwk1vNh0iwozJZFhHa9N5PRweou1tAG1vSPZdy55xCF7M,1
87,88,1,The logical differentiation between small data and big data,publication/377216208_The_logical_differentiation_between_small_data_and_big_data?_sg=0L87j6zskAbiws07rdtf4dsy0NkO8fBfgPE5bkwRi541SRsxWf8OPBODdOESfN8_1qFULEnoa_M-i5c,1
88,89,2,Wandisa Nyikana,profile/Wandisa-Nyikana,1
89,90,2,Tiko Iyamu,profile/Tiko-Iyamu,1
90,91,1,Usage of Big Data for Information Support of the Labor Market,publication/380061227_Usage_of_Big_Data_for_Information_Support_of_the_Labor_Market?_sg=9tiX8vPO9Xjcmilm46u9NKXRCeYwiVpohbt94GWR1rASvDPq1m9ciBUat62sCLfSUsg1jjDeMDSEK-E,1
91,92,1,Big Data and its Impact on Demand-Driven Material Requirements Planning,publication/380201392_Big_Data_and_its_Impact_on_Demand-Driven_Material_Requirements_Planning?_sg=caggRLQyK-ak1X23sjNiGz2u_WpwvZ9IiwDHaoTbUxMIY4_imn2C8GOs0lw4PZNcRe-fKhs3WRrHjrU,1
92,93,1,Spatial-Based Big Data and Large-Scale Network Management,publication/379854743_Spatial-Based_Big_Data_and_Large-Scale_Network_Management?_sg=vNYiOxGxShiAycjUI7dxexGDgt0QmJVP-t__KtMSl6U27-M2NGMqEyI2Lj10sVpzduZvOolG14CHle4,1
93,94,2,R. Sheeja,profile/R-Sheeja-2,1
94,95,2,M. Adimoolam,profile/M-Adimoolam,1
95,96,1,Deep Learning Techniques in Big Data Analytics,publication/379106527_Deep_Learning_Techniques_in_Big_Data_Analytics?_sg=Y-yWf1C6aPblp2N7CCiNOSE4vAeg3TI5kqCIpCqtoUsBdpaLUV01ygl-fHel8-psBlKzWNd-_zxKJJk,1
96,97,2,Ajay Kumar Badhan,profile/Ajay-Badhan-2,2
97,98,2,Rita Roy,profile/Rita-Roy-5,1
98,99,1,Big Data and Hadoop Architecture: A Review Paper,publication/378814434_Big_Data_and_Hadoop_Architecture_A_Review_Paper?_sg=oHECAVV1xNMYKvu9kqz_AOWNjDtn9ONlMs9ndzwqZcZvU-n6ekwiNzZvb3-7kXQ6f4cHlBziz094Dzk,1
99,100,1,To Study Opportunities and Challenges of Big Data Analytics in Healthcare,publication/380706195_To_Study_Opportunities_and_Challenges_of_Big_Data_Analytics_in_Healthcare?_sg=TtT37TlJBTukhDv4fLwdIe4wHQDKaC3rYo_EIUwsN0-h8OJLtEHuyjn9EBrMhA2oc79OlmA9CD0xEo4,1
100,101,1,Big Data Visualization: KPI Dashboards for Big Data Visualization,publication/377173950_Big_Data_Visualization_KPI_Dashboards_for_Big_Data_Visualization?_sg=mkD1fpHW08xnkdCBRs4kU5urMHtzjYcVSYmrJg0R3VoTdTpYtbuT7xn8ymujCGXODo5HTcR-JelypVk,1
101,102,1,Enhancing Big Data Security through Comprehensive Data Protection Measures: A Focus on Securing Data at Rest and In-Transit,publication/380860323_Enhancing_Big_Data_Security_through_Comprehensive_Data_Protection_Measures_A_Focus_on_Securing_Data_at_Rest_and_In-Transit?_sg=iy0LTwyE_wXgQsiiZfmh3RpUL21UNGxfD3WBJlg5UwNLo6cdFC_FuxqYp1fop86TllX3Ee-SX7I2goQ,1
102,103,1,Logistics Development in Laizhou under Big Data,publication/379908462_Logistics_Development_in_Laizhou_under_Big_Data?_sg=iWLsJx92XWNZHqxIwD8_RCXQnPACPijSqsMbK89t1Sx2ryh36MaUlI6qpvyLhbJmiOtGyEdiCs3Zt_c,1
103,104,1,Using AI and big data in decision making: A framework across disciplines,publication/381325276_Using_AI_and_big_data_in_decision_making_A_framework_across_disciplines?_sg=6JhmhNowXUeR8Ns0WH3RKn2CUstjHvn2qGnlG-IljTCEC4azMMIEj7lZaRU_luAl0AixZs4kngdvuag,1
104,105,2,Nikolai Siniak,profile/Nikolai-Siniak,1
105,106,1,A calibrated data‐driven approach for small area estimation using big data,publication/381233150_A_calibrated_data-driven_approach_for_small_area_estimation_using_big_data?_sg=Ay05vI4QhUgghmYlBCuOycN7hife9cyv-WV7U6enrliAjoxrVX5dWhtacdtxdg0sTiANCxvroUErKQo,1
106,107,1,Methods for Securing Big Data,publication/378845267_Methods_for_Securing_Big_Data?_sg=e9v4mE90d0_E-Rq1ORGAM75tcQFokFINqHgjQKB5Xa8L3s48RWc4GkOVt85oxdjvGKZTEuKwSIbTdOo,1
107,108,2,Nozima Akhmedova,profile/Nozima-Akhmedova,1
108,109,1,Big data analytics. A demographer’s perspective,publication/379810736_Big_data_analytics_A_demographer%27s_perspective?_sg=G533xYXYdCTfaJc-nx6bWnYtLWeyx2kQOX5MqhVSpkzEgB4Gw_UoJoTurlwcor1BFGORJsSbgWMVcbY,1
109,110,2,Guillaume Wunsch,profile/Guillaume-Wunsch,1
110,111,1,Big Data Visualization: KPI dashboards for Big data Visualization,publication/375378150_Big_Data_Visualization_KPI_dashboards_for_Big_data_Visualization?_sg=BLUo6WswtqMgEmA_RScbZjMnznyKMPMuRJksntoTnwacZcdwT6uz7Z7xrA3cjDSAK8HLmAw-fFbxKDI,1
111,112,2,Dishant Banga,profile/Dishant-Banga,1
112,113,1,Research and Prospect of Big Data Audit Technology,publication/379361871_Research_and_Prospect_of_Big_Data_Audit_Technology?_sg=_0SO7EYtvavxu4uwbaAIiLBPFO6Qguyzp3e2T5tNr-jX0GIXSKrWkqsn7mGKzieiBXdQmAe9n6vG5xw,1
113,114,1,Impact of Big Data Analytics on Digital Marketing: Academic Review,publication/380000313_Impact_of_Big_Data_Analytics_on_Digital_Marketing_Academic_Review?_sg=djsB0hoEr4o_jQ2AkGyB1MeO9reG8ignecJldPpOVCUM7RDmA-X5NoB5W8uFppvA_Ok6etTS10DOnkQ,1
114,115,1,Research on the Innovation Path of Enterprise Management Models in the Era of Big Data,publication/381235968_Research_on_the_Innovation_Path_of_Enterprise_Management_Models_in_the_Era_of_Big_Data?_sg=3EHDqNKCXH3QyPRh12fwdrvHmFaIFX68MQjkNe43Pq4ylbL5n-gAtA1_251uZs9P8lJhhvPqWndByAI,1
115,116,1,The role of big data in financial technology toward financial inclusion,publication/380373412_The_role_of_big_data_in_financial_technology_toward_financial_inclusion?_sg=ikOIYJMIylsiLvwv-4mYCpUIpMX0UfYoGr_ting6wdyVOwCRCtEd0f20xXWvav9pIsaORKmWqU13Fms,1
116,117,2,David Mhlanga,profile/David-Mhlanga-2,2
117,118,1,PROSPECTS FOR USING BIG DATA PROCESSING SYSTEMS IN THE METALLURGICAL INDUSTRYПЕРСПЕКТИВИ ВИКОРИСТАННЯ СИСТЕМ ОБРОБКИ BIG DATA В МЕТАЛУРГІЙНІЙ ПРОМИСЛОВОСТІ,publication/380093576_PROSPECTS_FOR_USING_BIG_DATA_PROCESSING_SYSTEMS_IN_THE_METALLURGICAL_INDUSTRYPERSPEKTIVI_VIKORISTANNA_SISTEM_OBROBKI_BIG_DATA_V_METALURGIJNIJ_PROMISLOVOSTI?_sg=evRRJ02-gmV-RPljCAIWwxbbWPkWhxEE9iSTFVROlDVH1OyURmL42_6er_Lurr3-a8QcMuYI0A1dbHk,1
118,119,1,Applications of Big Data: A Systematic Review of the Literature from 2013–2022,publication/380989921_Applications_of_Big_Data_A_Systematic_Review_of_the_Literature_from_2013-2022?_sg=9kUpJaAFCA6lj4GPdNmWo4OK3ARHyrVLG6iRp2N-FmYdtaVQYMgfCo3syn_n8u7nC7KxXNLEofLHLkU,1
119,120,1,From Big Data to Big Insights: A Synthesis of Real-World Applications of Big Data Analytics,publication/375331037_From_Big_Data_to_Big_Insights_A_Synthesis_of_Real-World_Applications_of_Big_Data_Analytics?_sg=CKP_0ukwgq71n7aMBqPTqvvfhB7Q6-Jiixf8vwYOoR6bfIqGGlmiAIyhrgUpKDmWXSLV2OCE5IGt-0k,1
120,121,2,Efosa Idemudia,profile/Efosa-Idemudia,1
121,122,1,Digging Deeper: The Role of Big Data Analytics in Geotechnical Investigations,publication/380979009_Digging_Deeper_The_Role_of_Big_Data_Analytics_in_Geotechnical_Investigations?_sg=I9Xd6d700T-Pn3C_v7RkLjWxW1R11mvCVnLRjHea7JFsdA1cLwww286RRFY3jcSqFPvtpWx-ck86P6k,1
122,123,1,Geospatial Big Data for Urban Sustainability Science,publication/379107818_Geospatial_Big_Data_for_Urban_Sustainability_Science?_sg=wG-TozWbAsJJrABHdiQeGDE4Wxx1AcptJzK3G4nLgucz8dkk8q-aL3X18T6NSErbTflpF4S80cgdo6k,1
123,124,2,Zidong Yu,profile/Zidong-Yu,1
124,125,2,Xintao Liu,profile/Xintao-Liu-2,1
125,126,1,DATA-DRIVEN TRANSFORMATION: OPTIMIZING ENTERPRISE FINANCIAL MANAGEMENT AND DECISION-MAKING WITH BIG DATA,publication/381462615_DATA-DRIVEN_TRANSFORMATION_OPTIMIZING_ENTERPRISE_FINANCIAL_MANAGEMENT_AND_DECISION-MAKING_WITH_BIG_DATA?_sg=8R1vOpL1uHVowW7APATkZ8pSEpPHSf3PdycoktRbj5uRC95ep79ZBuUhqMM4blh6z01ql9F-VFeT4FI,1
126,127,2,Zihad Hasan Joy,profile/Zihad-Hasan-Joy,2
127,128,1,Database Resources of the BIG Data Center in 2019,publication/328784480_Database_Resources_of_the_BIG_Data_Center_in_2019?_sg=WKIipJE5kH_0yBCZI0cO7-YHBeNBZ_rxZwO6MtcJoZWKFSY_pJ9U1--mkaZxjaWrrfsiv6HDNuWgois,1
128,129,2,Amir Ali Abbasi,profile/Amir-Abbasi-10,1
129,130,2,Jiabao Cao,profile/Jiabao-Cao,2
130,131,2,Feng Gao,profile/Feng-Gao-76,2
131,132,1,Oil and gas economics of Big high-frequency data,publication/378853063_Oil_and_gas_economics_of_Big_high-frequency_data?_sg=T17TNUkEDKe_WqT9xx7K0Os3GAhEbKU99qfNpiQeAij5UpomDwDaUIFfGh_v065qKmM6Ibv_4s6uSbI,1
132,133,2,Nikolai Eremin,profile/Nikolai-Eremin,1
133,134,1,The Effect of Big Data Analytics on Predictive Policing: The Mediation Role of Crisis Management,publication/380625562_The_Effect_of_Big_Data_Analytics_on_Predictive_Policing_The_Mediation_Role_of_Crisis_Management?_sg=2PPuMMbB6UJrlqrd8AoV1kMa3Bv_4057lzYDs-FwYEyU8fv3KV6i60NhjQeDVstft0wGJ68IbKwOsnE,1
134,135,1,Big data and intellectual property rights,publication/379745109_Big_data_and_intellectual_property_rights?_sg=piROQBwEMxeMcdmJKhRlCIUYWztMqAPSTO5sprK6z7oRZvI88KvI2ZSrnxgCxDlxd5y1EhcOl6MiOcU,1
135,136,1,"Big data: Application, potential problem, and prospect",publication/378435501_Big_data_Application_potential_problem_and_prospect?_sg=0rNKB5-XJr4AyZWeIBl2xlatRv0Bm-_GJSSjfNadXplLMWL-1KeaDU5ymvynyM7CW_O3us1SltX1-OE,1
